Relation	Num	MR	hits@10	hits@1	MRR	FMR	Fhits@10	Fhits@1	FMRR
/people/person/employment_history./business/employment_tenure/company	24	507.15	14.58	4.17	7.24	505.25	14.58	4.17	7.45
/film/film/edited_by	13	195.35	30.77	15.38	19.23	189.54	30.77	15.38	19.32
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency	4	118.38	50.0	50.0	50.22	19.63	50.0	50.0	51.47
/film/film/music	92	302.91	17.39	4.89	9.4	297.44	17.39	4.89	9.61
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	4	71.25	25.0	0.0	9.13	66.88	25.0	0.0	10.04
/education/educational_institution/school_type	80	120.56	46.88	20.0	29.28	70.81	51.88	26.25	35.84
/location/country/capital	11	625.95	13.64	0.0	4.66	624.77	13.64	0.0	4.95
/government/legislative_session/members./government/government_position_held/legislative_sessions	13	12.46	42.31	0.0	14.24	4.0	100.0	0.0	32.4
/location/hud_county_place/place	48	1.0	100.0	100.0	100.0	1.0	100.0	100.0	100.0
/people/person/spouse_s./people/marriage/location_of_ceremony	35	849.04	11.43	2.86	4.78	846.77	11.43	2.86	4.78
/award/award_ceremony/awards_presented./award/award_honor/honored_for	121	215.69	20.66	1.65	8.74	210.71	23.55	3.72	10.87
/user/ktrueman/default_domain/international_organization/member_states	24	35.1	56.25	37.5	43.33	5.4	83.33	47.92	61.54
/film/film/runtime./film/film_cut/film_release_region	9	339.33	33.33	0.0	7.28	335.5	33.33	0.0	7.66
/sports/sport/pro_athletes./sports/pro_sports_played/athlete	17	795.32	41.18	23.53	29.98	779.59	64.71	35.29	45.6
/base/popstra/celebrity/dated./base/popstra/dated/participant	11	1817.82	0.0	0.0	0.2	1815.77	0.0	0.0	0.21
/base/biblioness/bibs_location/state	7	61.36	42.86	7.14	17.29	52.43	42.86	7.14	17.68
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	22	71.55	50.0	47.73	49.08	19.02	86.36	72.73	77.88
/award/award_category/category_of	20	15.65	67.5	50.0	56.76	3.05	95.0	65.0	76.49
/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	29	90.34	22.41	0.0	7.6	86.05	25.86	0.0	8.62
/people/person/religion	127	709.87	38.58	15.35	23.33	636.52	39.37	16.54	24.4
/film/film/executive_produced_by	73	366.01	24.66	5.48	11.97	358.41	26.71	7.53	13.48
/business/job_title/people_with_this_title./business/employment_tenure/company	85	203.98	37.65	6.47	14.75	184.86	46.47	8.82	20.45
/location/country/official_language	16	80.16	34.38	6.25	13.94	68.81	34.38	6.25	15.0
/film/film/film_format	39	336.64	52.56	39.74	44.7	285.27	55.13	42.31	47.56
/media_common/netflix_genre/titles	124	276.95	35.48	9.27	18.32	210.87	37.9	13.71	22.46
/film/film/featured_film_locations	100	431.54	23.0	6.5	12.31	411.41	23.5	7.0	12.75
/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	158	659.6	49.68	38.61	43.5	69.35	52.22	41.77	46.99
/location/location/partially_contains	13	1026.12	53.85	7.69	17.62	1024.54	53.85	7.69	21.47
/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	1	36.5	50.0	0.0	5.79	18.0	50.0	0.0	11.61
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	258	41.91	26.94	3.29	11.22	12.92	65.7	20.35	33.94
/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	60	18.65	44.17	6.67	16.9	1.56	99.17	75.0	84.6
