Relation	Num	MR	hits@10	hits@1	MRR	FMR	Fhits@10	Fhits@1	FMRR
/organization/organization/headquarters./location/mailing_address/country	7	294.5	42.86	42.86	43.35	226.14	57.14	42.86	46.95
/education/university/domestic_tuition./measurement_unit/dated_money_value/currency	5	247.3	50.0	30.0	38.55	131.9	50.0	30.0	38.94
/olympics/olympic_games/sports	13	21.92	0.0	0.0	4.86	4.04	100.0	0.0	29.56
/sports/sports_team/sport	53	117.64	50.94	48.11	49.56	20.26	83.02	63.21	70.05
/people/profession/specialization_of	13	985.27	34.62	15.38	19.38	982.42	38.46	15.38	20.2
/award/award_category/winners./award/award_honor/ceremony	323	37.1	9.29	0.0	5.11	2.36	97.83	61.61	74.42
/music/instrument/instrumentalists	153	183.03	30.39	2.61	10.02	117.42	39.87	10.46	20.01
/medicine/disease/risk_factors	13	92.12	46.15	0.0	10.65	84.31	53.85	0.0	20.38
/award/award_winning_work/awards_won./award/award_honor/award_winner	24	93.63	16.67	0.0	6.15	90.92	27.08	0.0	8.45
/sports/sports_team/colors	77	223.89	44.16	3.9	17.77	161.69	50.65	21.43	32.19
/music/performance_role/guest_performances./music/recording_contribution/performance_role	2	20.5	0.0	0.0	5.12	16.25	0.0	0.0	6.39
/award/ranked_item/appears_in_ranked_lists./award/ranking/list	48	85.86	50.0	28.13	37.16	47.24	67.71	50.0	57.07
/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency	3	159.67	50.0	33.33	42.14	45.0	50.0	33.33	42.48
/education/educational_degree/people_with_this_degree./education/education/institution	287	182.88	34.49	1.57	9.72	67.63	56.97	21.43	32.9
/film/film/costume_design_by	13	164.38	38.46	15.38	25.2	158.04	46.15	15.38	25.85
/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type	11	301.36	50.0	50.0	50.31	234.86	77.27	72.73	74.09
/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance	3	142.5	50.0	50.0	50.47	123.17	66.67	50.0	52.87
/film/film/written_by	26	595.02	19.23	1.92	7.78	593.62	21.15	1.92	8.61
/location/statistical_region/religions./location/religion_percentage/religion	60	57.31	16.67	0.83	6.91	34.09	76.67	32.5	49.22
/government/governmental_body/members./government/government_position_held/legislative_sessions	12	23.5	54.17	8.33	29.9	1.08	100.0	91.67	95.83
/education/university/fraternities_and_sororities	21	74.21	50.0	26.19	38.17	40.62	54.76	42.86	48.3
/soccer/football_team/current_roster./soccer/football_roster_position/position	10	352.75	50.0	0.0	12.32	69.2	50.0	30.0	40.37
/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation	20	28.2	50.0	0.0	20.53	1.88	100.0	52.5	71.27
