Relation	Num	MR	hits@10	hits@1	MRR	FMR	Fhits@10	Fhits@1	FMRR
/award/award_category/winners./award/award_honor/ceremony	323	28.25	25.39	0.93	0.084	1.73	99.23	74.92	0.837
/music/instrument/instrumentalists	153	126.94	37.25	7.84	0.158	78.19	45.1	14.05	0.247
/medicine/disease/risk_factors	13	18.58	46.15	3.85	0.202	13.46	53.85	26.92	0.37
/award/award_winning_work/awards_won./award/award_honor/award_winner	24	213.63	39.58	6.25	0.171	211.42	47.92	14.58	0.255
/sports/sports_team/colors	77	144.38	44.16	11.04	0.214	85.84	47.4	19.48	0.279
/music/performance_role/guest_performances./music/recording_contribution/performance_role	2	27.25	0.0	0.0	0.037	23.0	0.0	0.0	0.046
/award/ranked_item/appears_in_ranked_lists./award/ranking/list	48	45.02	51.04	37.5	0.438	16.67	70.83	56.25	0.627
/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency	3	154.33	50.0	50.0	0.505	41.0	50.0	50.0	0.509
/education/educational_degree/people_with_this_degree./education/education/institution	287	123.21	43.21	5.57	0.162	41.97	60.8	24.56	0.371
/film/film/costume_design_by	13	76.88	46.15	23.08	0.301	71.54	53.85	23.08	0.313
/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type	11	67.59	50.0	50.0	0.505	15.05	81.82	59.09	0.656
/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance	3	267.17	66.67	50.0	0.518	255.67	66.67	50.0	0.536
/film/film/written_by	26	203.4	21.15	1.92	0.087	202.25	21.15	5.77	0.111
/location/statistical_region/religions./location/religion_percentage/religion	60	54.73	43.33	3.33	0.123	39.19	82.5	50.0	0.608
/government/governmental_body/members./government/government_position_held/legislative_sessions	12	19.96	54.17	29.17	0.418	1.0	100.0	100.0	1.0
/education/university/fraternities_and_sororities	21	53.43	50.0	38.1	0.446	30.45	61.9	45.24	0.523
/soccer/football_team/current_roster./soccer/football_roster_position/position	10	350.45	50.0	0.0	0.126	69.4	50.0	30.0	0.404
/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation	20	21.45	50.0	7.5	0.279	1.63	100.0	57.5	0.759
/film/film/dubbing_performances./film/dubbing_performance/actor	8	18.38	50.0	18.75	0.277	15.44	68.75	25.0	0.375
/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	17	19.09	17.65	0.0	0.068	5.0	94.12	8.82	0.326
/film/actor/film./film/performance/film	836	477.99	9.57	0.72	0.037	471.9	12.32	3.35	0.067
/food/food/nutrients./food/nutrition_fact/nutrient	105	23.5	22.38	1.9	0.094	1.85	99.05	74.29	0.834
/people/ethnicity/languages_spoken	29	16.19	58.62	12.07	0.261	11.19	74.14	34.48	0.471
/user/jg/default_domain/olympic_games/sports	11	15.45	31.82	0.0	0.083	3.59	100.0	4.55	0.351
/education/field_of_study/students_majoring./education/education/student	34	235.76	25.0	4.41	0.137	231.99	30.88	8.82	0.169
/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	91	208.3	51.65	17.58	0.308	174.41	74.18	47.25	0.563
/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position	4	23.13	50.0	0.0	0.199	4.5	100.0	37.5	0.503
/film/film/personal_appearances./film/personal_film_appearance/person	11	352.68	27.27	13.64	0.179	350.73	31.82	22.73	0.259
/film/film/estimated_budget./measurement_unit/dated_money_value/currency	151	518.08	50.0	48.34	0.491	40.13	57.95	50.0	0.536
/people/person/profession	1311	536.7	43.52	9.12	0.194	182.82	53.81	29.6	0.384
/time/event/locations	34	140.99	38.24	1.47	0.133	137.07	51.47	10.29	0.24
/music/instrument/family	6	36.5	33.33	0.0	0.096	33.67	33.33	0.0	0.099
/location/location/adjoin_s./location/adjoining_relationship/adjoins	55	7.81	78.18	1.82	0.205	5.4	89.09	8.18	0.33
/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	20	104.05	50.0	17.5	0.278	93.25	52.5	25.0	0.342
/base/biblioness/bibs_location/country	14	202.75	53.57	39.29	0.448	116.29	53.57	39.29	0.45
/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	53	713.19	50.94	50.0	0.504	507.9	55.66	53.77	0.544
/education/educational_institution/students_graduates./education/education/major_field_of_study	321	97.94	23.36	2.34	0.094	73.36	42.52	12.15	0.215
/education/university/local_tuition./measurement_unit/dated_money_value/currency	1	259.5	50.0	50.0	0.501	108.5	50.0	50.0	0.502
/film/film/produced_by	60	194.76	37.5	5.83	0.172	191.27	41.67	15.0	0.25
/organization/role/leaders./organization/leadership/organization	70	165.78	50.0	37.86	0.433	35.32	58.57	40.0	0.468
/film/film/story_by	31	308.06	50.0	14.52	0.255	306.53	51.61	32.26	0.389
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	86	105.18	21.51	8.14	0.138	89.69	26.74	9.88	0.165
/award/award_category/disciplines_or_subjects	15	335.87	56.67	13.33	0.303	325.13	83.33	50.0	0.593
/award/award_ceremony/awards_presented./award/award_honor/award_winner	317	148.03	35.96	7.57	0.166	136.76	47.63	18.3	0.274
/base/americancomedy/celebrity_impressionist/celebrities_impersonated	8	279.5	43.75	31.25	0.338	250.38	43.75	31.25	0.34
/sports/sports_team/roster./baseball/baseball_roster_position/position	3	17.0	50.0	16.67	0.27	2.83	100.0	33.33	0.561
/people/deceased_person/place_of_death	78	388.04	31.41	11.54	0.19	370.12	33.33	11.54	0.193
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	132	267.03	23.48	4.55	0.111	261.41	34.09	10.23	0.188
/film/film/language	314	480.32	45.54	29.62	0.352	84.42	75.0	44.27	0.547
/medicine/symptom/symptom_of	31	13.1	62.9	4.84	0.201	7.18	75.81	20.97	0.405
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	1	127.5	0.0	0.0	0.014	127.5	0.0	0.0	0.014
/government/legislative_session/members./government/government_position_held/district_represented	117	19.85	23.5	0.0	0.086	1.32	99.57	87.18	0.916
/location/us_county/county_seat	2	1.75	100.0	50.0	0.708	1.75	100.0	50.0	0.708
/film/film_subject/films	77	494.09	33.12	8.44	0.159	487.98	35.06	9.74	0.173
/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	160	249.02	39.06	6.25	0.162	201.46	44.69	14.06	0.234
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	32	428.3	10.94	0.0	0.043	425.5	10.94	0.0	0.05
/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	50	705.22	50.0	50.0	0.501	500.13	56.0	50.0	0.527
/location/country/second_level_divisions	46	178.36	48.91	47.83	0.486	12.8	83.7	48.91	0.565
/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency	3	73.33	66.67	33.33	0.418	17.0	66.67	33.33	0.452
/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency	60	427.2	50.0	49.17	0.498	250.33	53.33	49.17	0.514
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	38	32.37	51.32	18.42	0.277	17.12	69.74	27.63	0.413
/organization/organization/place_founded	16	708.41	31.25	15.63	0.193	707.56	31.25	15.63	0.194
/music/performance_role/regular_performances./music/group_membership/role	40	45.17	8.75	0.0	0.046	19.07	42.5	3.75	0.148
/music/group_member/membership./music/group_membership/role	29	91.19	39.66	5.17	0.169	74.17	51.72	17.24	0.277
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft	43	12.45	55.81	5.81	0.19	2.37	100.0	46.51	0.644
/influence/influence_node/peers./influence/peer_relationship/peers	2	71.25	0.0	0.0	0.015	70.5	0.0	0.0	0.015
/base/eating/practicer_of_diet/diet	11	690.77	50.0	22.73	0.368	659.32	54.55	31.82	0.416
/people/person/employment_history./business/employment_tenure/company	24	173.52	35.42	8.33	0.17	171.77	39.58	14.58	0.226
/film/film/edited_by	13	124.19	46.15	7.69	0.203	119.35	50.0	7.69	0.22
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency	4	130.0	50.0	50.0	0.502	21.38	50.0	50.0	0.512
/film/film/music	92	261.01	30.98	5.43	0.138	255.97	34.24	7.07	0.155
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	4	31.38	25.0	0.0	0.065	25.75	25.0	0.0	0.083
/education/educational_institution/school_type	80	112.3	50.0	20.63	0.325	45.18	57.5	31.88	0.415
/location/country/capital	11	149.77	36.36	13.64	0.241	148.82	36.36	22.73	0.289
/government/legislative_session/members./government/government_position_held/legislative_sessions	13	14.38	30.77	0.0	0.098	3.35	100.0	15.38	0.424
/location/hud_county_place/place	48	6.84	87.5	58.33	0.666	6.84	87.5	58.33	0.666
/people/person/spouse_s./people/marriage/location_of_ceremony	35	722.13	20.0	2.86	0.077	720.17	20.0	2.86	0.078
/award/award_ceremony/awards_presented./award/award_honor/honored_for	121	113.71	40.5	5.79	0.151	108.66	45.45	12.81	0.22
/user/ktrueman/default_domain/international_organization/member_states	24	44.38	54.17	37.5	0.426	7.27	79.17	50.0	0.575
/film/film/runtime./film/film_cut/film_release_region	9	371.39	44.44	0.0	0.088	367.72	44.44	0.0	0.097
/sports/sport/pro_athletes./sports/pro_sports_played/athlete	17	291.15	50.0	35.29	0.395	273.85	76.47	61.76	0.649
/base/popstra/celebrity/dated./base/popstra/dated/participant	11	313.36	13.64	0.0	0.044	311.41	13.64	0.0	0.06
/base/biblioness/bibs_location/state	7	22.36	64.29	35.71	0.449	13.0	71.43	35.71	0.478
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	22	68.39	50.0	50.0	0.504	8.89	90.91	86.36	0.884
/award/award_category/category_of	20	30.77	42.5	37.5	0.402	15.93	77.5	72.5	0.75
/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	29	81.14	37.93	3.45	0.114	77.16	41.38	3.45	0.144
/people/person/religion	127	570.22	46.46	20.47	0.291	497.76	48.82	22.05	0.308
/film/film/executive_produced_by	73	144.95	36.99	10.27	0.209	137.56	50.68	21.92	0.299
/business/job_title/people_with_this_title./business/employment_tenure/company	85	113.58	47.06	4.71	0.175	91.53	57.06	18.24	0.317
/location/country/official_language	16	43.75	56.25	21.88	0.317	31.5	56.25	28.13	0.374
/film/film/film_format	39	236.72	50.0	34.62	0.422	176.96	52.56	35.9	0.436
/media_common/netflix_genre/titles	124	150.7	44.76	17.74	0.27	83.25	54.84	29.03	0.38
/film/film/featured_film_locations	100	338.38	30.0	11.0	0.172	315.46	30.5	11.5	0.181
/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	158	613.49	50.0	47.15	0.485	55.99	51.9	49.37	0.509
/location/location/partially_contains	13	14.81	76.92	15.38	0.313	12.35	88.46	26.92	0.446
/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	1	30.0	0.0	0.0	0.056	10.5	50.0	0.0	0.154
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	258	40.14	27.13	3.68	0.118	10.46	74.03	31.01	0.443
/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	60	22.98	39.17	0.0	0.085	1.06	100.0	95.83	0.977
