58.92	50.0	37.5	0.412	48.2	77.5	60.0	0.653
1158.6	46.67	13.33	0.217	1148.2	56.67	26.67	0.344
123.2	24.07	2.91	0.097	81.55	38.93	7.93	0.177
486.22	26.27	4.38	0.123	474.76	35.71	7.14	0.158
25.13	31.89	3.25	0.118	3.31	93.19	54.33	0.67
199.82	24.76	4.89	0.113	187.53	28.71	6.94	0.134
233.19	17.77	2.89	0.077	227.93	19.83	3.31	0.087
48.16	65.63	0.0	0.184	45.03	81.25	0.0	0.302
186.81	26.05	3.56	0.105	155.27	38.57	8.06	0.174
32.64	38.32	0.0	0.1	23.0	76.64	0.0	0.24
352.74	22.35	4.17	0.101	346.85	31.82	8.71	0.165
121.67	42.68	0.0	0.103	116.56	70.73	0.0	0.228
217.46	26.27	2.97	0.106	207.16	31.36	6.78	0.149
192.63	35.42	2.08	0.139	190.46	41.67	6.25	0.191
18.65	25.0	0.0	0.078	9.65	90.0	0.0	0.268
658.96	38.89	12.96	0.196	637.67	42.59	12.96	0.203
106.79	51.04	23.96	0.354	83.05	53.13	37.5	0.441
57.42	50.0	47.5	0.494	8.43	57.5	47.5	0.523
94.6	46.0	12.0	0.276	52.36	80.0	12.0	0.343
555.56	25.0	6.25	0.153	527.25	25.0	6.25	0.154
357.86	46.43	0.0	0.094	269.68	46.43	0.0	0.094
20.43	57.14	14.29	0.303	15.79	71.43	14.29	0.32
2936.8	27.5	0.0	0.081	2934.38	30.0	2.5	0.117
708.27	50.0	18.18	0.301	677.73	50.0	27.27	0.347
7.67	83.33	0.0	0.148	2.5	100.0	16.67	0.5
54.1	50.0	40.0	0.431	38.8	50.0	40.0	0.434
13.89	40.24	4.88	0.165	4.68	91.46	19.51	0.397
15.71	59.52	2.38	0.217	1.67	100.0	64.29	0.783
2287.5	0.0	0.0	0.0	2287.5	0.0	0.0	0.0
679.41	0.0	0.0	0.013	677.36	0.0	0.0	0.013
1296.44	12.5	0.0	0.039	1293.58	12.5	0.0	0.04
495.06	16.13	0.0	0.042	488.08	19.35	0.0	0.045
5.0	100.0	0.0	0.211	2.67	100.0	0.0	0.422
54.6	50.0	0.0	0.196	30.68	65.0	0.0	0.234
42.6	42.86	19.05	0.297	15.57	59.52	23.81	0.355
73.32	38.16	1.32	0.133	57.46	44.74	5.26	0.191
1090.58	50.0	15.83	0.327	888.95	50.0	15.83	0.327
98.38	10.34	0.0	0.051	94.84	12.07	0.0	0.054
10.15	66.67	11.11	0.26	1.54	100.0	70.37	0.82
122.46	46.43	14.29	0.278	101.89	46.43	17.86	0.303
969.94	26.83	1.22	0.095	955.8	26.83	2.44	0.109
98.5	50.0	50.0	0.503	42.0	50.0	50.0	0.506
956.94	25.88	1.18	0.087	936.01	31.76	6.47	0.147
24.5	50.0	0.0	0.111	22.0	50.0	0.0	0.113
3401.98	50.0	50.0	0.5	2349.54	50.0	50.0	0.5
1177.15	60.0	45.0	0.492	1177.15	60.0	45.0	0.492
135.22	41.81	8.54	0.19	68.06	51.92	23.87	0.329
28.29	45.24	4.76	0.158	14.13	72.22	17.46	0.347
423.81	33.33	3.7	0.13	395.17	35.19	5.56	0.141
2.31	100.0	53.85	0.701	2.31	100.0	53.85	0.701
215.14	37.22	6.67	0.16	183.83	38.89	8.33	0.185
198.28	42.5	8.13	0.181	153.48	43.75	10.0	0.194
165.14	20.87	2.34	0.087	140.09	29.91	5.45	0.138
1595.25	7.07	1.45	0.036	1583.79	7.88	1.93	0.042
3.08	100.0	38.46	0.579	3.08	100.0	38.46	0.579
18.41	40.91	9.09	0.213	15.32	59.09	9.09	0.242
848.16	11.76	2.94	0.067	843.46	13.24	2.94	0.071
216.7	50.0	30.0	0.376	137.4	50.0	30.0	0.379
64.83	52.38	19.05	0.351	47.19	52.38	23.81	0.384
197.5	50.0	50.0	0.501	71.5	50.0	50.0	0.504
733.92	45.83	16.67	0.296	677.29	45.83	16.67	0.296
1207.03	6.04	0.3	0.025	1199.75	8.37	1.44	0.043
1306.69	40.63	3.13	0.153	1255.19	40.63	3.13	0.153
1099.53	26.32	2.63	0.094	1096.29	26.32	2.63	0.119
551.44	26.47	2.94	0.098	546.85	29.41	2.94	0.101
117.5	34.62	0.0	0.113	111.31	38.46	0.0	0.115
503.28	43.13	17.94	0.275	277.74	44.27	27.48	0.338
269.49	50.0	11.84	0.233	236.11	50.0	15.79	0.273
502.7	45.0	0.0	0.133	434.25	45.0	0.0	0.133
284.44	37.5	12.5	0.189	281.63	50.0	18.75	0.244
364.85	23.08	7.69	0.123	359.81	26.92	7.69	0.129
504.49	49.34	16.89	0.326	128.03	49.34	16.89	0.329
326.42	17.81	2.74	0.072	318.55	20.55	2.74	0.084
869.03	8.0	0.5	0.03	844.38	8.5	0.5	0.031
18.83	50.0	0.0	0.128	13.83	50.0	0.0	0.135
760.03	19.44	2.78	0.085	752.97	19.44	2.78	0.09
399.17	50.0	26.92	0.367	351.47	50.0	26.92	0.369
641.6	20.0	5.0	0.105	638.05	20.0	5.0	0.107
274.72	31.79	6.58	0.144	148.6	39.54	13.16	0.216
493.14	44.59	29.46	0.342	138.06	48.25	32.96	0.384
641.02	11.96	2.72	0.06	634.82	11.96	2.72	0.061
457.33	17.31	1.92	0.054	450.23	19.23	1.92	0.056
294.56	42.74	6.85	0.178	123.27	47.85	25.5	0.339
1025.68	22.73	13.64	0.179	1023.77	22.73	13.64	0.188
11.69	69.44	0.0	0.235	11.56	72.22	0.0	0.237
810.38	25.83	4.17	0.117	806.51	33.33	5.83	0.144
166.92	33.33	4.17	0.129	153.98	36.31	4.76	0.15
224.68	17.5	0.0	0.062	211.9	17.5	2.5	0.078
486.92	50.32	39.56	0.445	80.9	50.95	40.19	0.455
118.52	14.24	1.0	0.06	26.13	59.88	16.86	0.307
426.89	11.11	0.0	0.049	422.78	16.67	0.0	0.05
813.87	32.26	3.23	0.108	812.02	33.87	9.68	0.185
