1073.39	70.54	17.86	0.378	1072.06	72.32	58.04	0.627
134.87	96.51	33.24	0.565	133.41	97.07	94.97	0.957
2146.9	34.88	5.52	0.139	2142.69	40.12	11.34	0.207
6862.03	22.38	7.11	0.122	6844.07	28.26	9.55	0.158
3034.16	42.21	10.25	0.21	2969.57	54.51	20.9	0.321
1303.75	36.56	12.85	0.207	1298.0	43.28	16.6	0.253
6787.67	28.85	13.46	0.183	6645.35	34.62	15.38	0.211
4418.29	35.42	27.08	0.295	4354.38	35.42	27.08	0.301
1.17	100.0	83.33	0.917	1.0	100.0	100.0	1.0
3779.53	39.47	21.05	0.267	3737.94	49.12	28.07	0.35
46.08	97.44	73.08	0.843	45.77	97.44	93.59	0.956
